SKILL_ID,CREATED_AT,CREATED_BY,DELETED_AT,DELETED_BY,IS_DELETED,MAPPING,ROLE_NAME,SKILL_CATEGORY,SKILL_DESCRIPTION,SKILL_NAME,SKILL_BUCKET,SIMILAR_SKILL_IDS,LIGHTCAST_ID
163,,,,,0,Specialized Skill,,Advertising,"Media buying is the process of purchasing advertising space or time on various media channels to reach a target audience. It involves analyzing audience demographics, negotiating rates with media outlets, and optimizing the placement of ads to ensure maximum effectiveness. Media buying requires a specialized skill set and expertise in data analysis, market research, and advertising trends. Effective media buying can help businesses increase brand awareness, reach new customers, and generate greater ROI from advertising campaigns.",Media Buying,technical,,
164,,,,,0,Specialized Skill,,Advertising,"Advertising Sales refers to the process of selling advertising space or time to businesses and organizations seeking to promote their products or services. This skill involves understanding market trends, audience demographics, and effective communication strategies to connect advertisers with suitable media platforms. Knowledge of Advertising Sales is used to develop tailored advertising solutions that meet client objectives and maximize exposure across various channels, including print, digital, and broadcast media.",Advertising Sales,technical,,
165,,,,,0,Specialized Skill,,Advertising,"Advertising mail is a type of direct mail used to promote a product, service or business. It requires specialized skills to create effective campaigns that capture the attention of the target audience and generate desired responses. The skills include understanding market research, creating compelling copy and visuals, targeting the right audience, and measuring campaign success.",Advertising Mail,technical,,
167,,,,,0,Specialized Skill,,Advertising,"Advertising management is the process of planning, directing, and coordinating advertising campaigns and tactics to achieve desired marketing objectives. It involves strategic decision-making, budgeting, and implementation of advertising campaigns across various media channels to promote products or services effectively. Being a specialized skill, advertising managers should possess a mix of creative, analytical, and communication skills to succeed in the field.",Advertising Management,technical,,
168,,,,,0,Specialized Skill,,Advertising,"Billboards refer to large outdoor advertising structures typically found in high-traffic areas, designed to capture the attention of passersby. This skill involves the strategic placement, design, and messaging of advertisements to effectively communicate a brand or product to a broad audience. Knowledge of Billboards is used to analyze location demographics, optimize visual impact, and assess the effectiveness of advertising campaigns in driving consumer engagement.",Billboards,technical,,
169,,,,,0,Specialized Skill,,Advertising,"Broadcast Advertising refers to the practice of promoting products, services, or brands through television and radio channels. This skill involves the creation, planning, and execution of advertisements that reach a wide audience, utilizing various formats such as commercials, sponsorships, and public service announcements. Knowledge of Broadcast Advertising is used to develop effective messaging strategies, select appropriate media channels, and analyze audience engagement to enhance brand visibility and communication.",Broadcast Advertising,technical,,
354,,,,,0,Specialized Skill,,Artificial Intelligence and Machine Learning (AI/ML),"Microsoft Delve is a data discovery tool that allows users to find relevant information and content based on their usage patterns and interests within the Microsoft Office 365 platform. It analyzes a user's behavior, such as their search history, content viewed, and shared documents, to suggest other relevant documents or people to connect with. Users can also search for keywords or topics to find relevant content from across their organization. Delve uses machine learning algorithms to provide personalized experiences and improve productivity.",Microsoft Delve,technical,,
606,,,,,0,Specialized Skill,,Artificial Intelligence and Machine Learning (AI/ML),"Thermal Imaging Analysis involves the use of infrared imaging technology to detect and measure thermal energy emitted by objects, translating it into visual representations of temperature variations. This skill is applied in various fields, including medical diagnostics, building inspection, and environmental monitoring, to identify issues such as heat loss, equipment malfunctions, or potential health conditions. Thermal imaging analysis enhances decision-making by providing insights into conditions that are not visible to the naked eye, allowing for proactive maintenance and effective problem-solving. This capability is particularly useful in scenarios where temperature anomalies indicate underlying issues requiring attention.",Thermal Imaging Analysis,technical,,
905,,,,,0,Specialized Skill,,Blockchain,Elliptic Curve Digital Signature Algorithm (ECDSA) is a cryptographic algorithm used for digital signatures. It is based on the mathematical properties of elliptic curves and is widely used in secure communication systems. ECDSA offers a more secure and efficient alternative to other digital signature algorithms such as RSA. Understanding ECDSA requires specialized knowledge of mathematics and cryptography.,Elliptic Curve Digital Signature Algorithm,technical,,
937,,,,,0,Specialized Skill,,Brand Management,"Brand alignment is the process of ensuring that a company's brand identity is consistent across all channels and touchpoints. This requires expertise in marketing, design, and communications, as well as an in-depth understanding of the brand's values, mission, and target audience. A skilled brand alignment specialist can help a business establish a strong visual and messaging identity, create effective marketing campaigns, and build brand loyalty among customers.",Brand Alignment,technical,,
1314,,,,,0,Specialized Skill,,Business Intelligence Software,"SAP Analytics Cloud is a comprehensive cloud-based solution for business intelligence and data analytics. This skill allows users to visualize and analyze data from various sources, enabling informed decision-making through interactive dashboards and reports. It supports data modeling, planning, and predictive analytics, streamlining the process of turning raw data into actionable insights. By leveraging SAP Analytics Cloud, organizations can enhance their strategic planning and performance management capabilities.",SAP Analytics Cloud,technical,,
1334,,,,,0,Specialized Skill,,Business Leadership,"The Herrmann Brain Dominance Instrument (HBDI) is a specialized tool developed to determine an individual's preferred style of thinking or cognitive profile. It identifies four quadrants of the brain and helps individuals recognize their strengths and weaknesses in the way they process information. This instrument is often used in business settings for team building, leadership development, and communication training.",Herrmann Brain Dominance Instrument,technical,,
1552,,,,,0,Specialized Skill,,Business Operations,"IFS ERP refers to an enterprise resource planning software solution designed to integrate and manage core business processes across various industries. This skill encompasses knowledge of modules that facilitate financial management, supply chain operations, project management, and customer relationship management. Proficiency in IFS ERP is utilized to streamline operations, enhance data visibility, and improve decision-making by providing a unified platform for business information and processes.",IFS ERP,technical,,
1996,,,,,0,Specialized Skill,,Cloud Solutions,"Google Cloud Platform (GCP) is a collection of Cloud Computing tools and services provided by Google that allows users to build, deploy, and scale applications, websites, and services on Google's infrastructure. It also provides storage, networking, and data processing solutions for businesses and organizations of all sizes. It includes services such as Compute Engine, App Engine, Kubernetes Engine, and BigQuery for infrastructure, application deployment, and data analysis, among others. GCP can be accessed through a web interface, command-line interface, or API.",Google Cloud Platform (GCP),technical,,
1431,,,,,0,Common Skill,,Business Management,"An agenda is a list of topics or activities that will be discussed or accomplished during a meeting. It serves as a guide for the meeting, helps participants prepare for the discussion, and ensures that important items are not overlooked. A well-crafted agenda includes the meeting objective, the key considerations or issues, and the time allotted for each item. Preparing a clear and comprehensive agenda is a common skill that promotes effective meetings and improves productivity.",Agenda (Meeting),technical,,
1708,,,,,0,Specialized Skill,,Business Strategy,"Location strategy involves analyzing different locations to determine which one is most suitable for a business. It involves factors such as market size, cost of living, labor availability and cost, tax rates, infrastructure, and competition. A well-executed location strategy can help a business maximize its growth potential, reduce costs, and gain a competitive edge. However, it requires specialized skills in data analysis, research, and negotiation.",Location Strategy,technical,,
3458,,,,,0,Specialized Skill,,Data Analysis,"Analytic Applications refer to software tools and systems designed to analyze data and generate insights for decision-making. This skill encompasses the ability to utilize statistical methods, data visualization techniques, and predictive modeling to interpret complex datasets. Knowledge of Analytic Applications is used to support business intelligence, enhance operational efficiency, and inform strategic planning by transforming raw data into actionable information.",Analytic Applications,technical,,
3292,,,,,0,Specialized Skill,,Cybersecurity,"Shellcode is a type of code that hackers use to execute specific actions on a computer system. It is typically used to exploit vulnerabilities in software and gain unauthorized access to a system. Shellcode is written in assembly language and is often used to create backdoors, increase privileges, or steal data. It requires specialized knowledge and skill to create and execute effectively.",Shellcode,technical,,
2928,,,,,0,Certification,,Customer Relationship Management (CRM),"The Certified in Care Coordination and Transition Management (CCCTM) is a certification that recognizes individuals who have the knowledge and skills necessary to effectively coordinate care and manage transitions for patients. It is designed for healthcare professionals who work in care coordination, case management, social work, and other related fields. The certification process involves passing an exam that covers topics such as care coordination, transitional care, patient-centered care, healthcare quality, and healthcare systems. Holding a CCCTM certification demonstrates that an individual has met the standards set by the exam and is committed to providing high-quality care to patients.",Certified In Care Coordination And Transition Management (CCCTM),technical,,
3125,,,,,0,Specialized Skill,,Cybersecurity,"Public key cryptography is a method of encrypting data that uses two keys - a public key and a private key. The public key can be shared with anyone, while the private key is kept secret. This technology is used to secure online communication and transactions, and it requires a specialized skill set to implement and maintain.",Public Key Cryptography,technical,,
3358,,,,,0,Specialized Skill,,Cybersecurity,"Keychain refers to a digital tool designed to securely store and manage passwords, authentication credentials, and sensitive information. This skill encompasses the ability to create, retrieve, and autofill login details across various platforms and devices, enhancing user convenience and security. Knowledge of Keychain is utilized to streamline access to accounts while minimizing the risk of unauthorized access through effective password management practices.",Keychain,technical,,
5664,,,,,0,Specialized Skill,,Financial Trading,"FactSet is a financial information and analytics software that provides financial data, analytics, and research solutions to financial professionals worldwide. It offers a comprehensive suite of integrated research tools, including financial data, news, and analytics. FactSet caters to a diverse range of professionals, including investment bankers, asset managers, hedge fund managers, and equity researchers. Expertise in FactSet involves knowledge of its software applications and the ability to perform financial analysis and research using FactSet data and services.",FactSet (Analytics Software),functional,,
5138,,,,,0,Certification,,Extensible Languages and XML,"XML Master Basic is a professional certification program that covers the fundamental concepts and skills needed for using XML (eXtensible Markup Language) in various applications, including web development, data analysis, and content management. It consists of three levels: Associate, Professional, and Expert, each testing different levels of expertise in XML technologies. Obtaining XML Master Basic certification indicates that the candidate has a solid understanding of XML fundamentals and can apply them to practical situations in their careers.",XML Master Basic,technical,,
4577,,,,,0,Specialized Skill,,Databases,"Oracle Toad is a database management software tool designed to simplify database management tasks for Oracle databases. It provides various features such as database browsing and querying, schema and data comparison, code debugging, and performance tuning. Oracle Toad is used by database administrators, developers, and analysts to manage and maintain Oracle databases efficiently.",Oracle Toad,technical,,
4398,,,,,0,Specialized Skill,,Database Architecture and Administration,"Database Connection refers to the process of establishing a link between a software application and a database management system. This skill involves understanding connection protocols, authentication methods, and data retrieval techniques that facilitate the exchange of information between the application and the database. Knowledge of Database Connection is used to enable applications to perform operations such as querying, updating, and managing data efficiently while ensuring data integrity and security.",Database Connection,technical,,
4976,,,,,0,Specialized Skill,,Employee Relations,"Customized Employment is a process of identifying the unique strengths, needs, and interests of individuals with disabilities to create a job that fits their specific abilities and challenges. It requires a specialized skill set and involves the coordination of services and supports from multiple sources to ensure success in the workplace. The goal is to promote greater independence, self-determination, and inclusion for individuals with disabilities in the workforce.",Customized Employment,technical,,
4824,,,,,0,Specialized Skill,,Digital Marketing,"Mobile marketing is the practice of promoting products or services through mobile devices like smartphones and tablets. It requires a specialized skill set that includes an understanding of mobile technology, mobile app development, user behavior, search optimization, and analytics. Successful mobile marketing campaigns must be designed, executed, and optimized with a mobile-first approach to reach their intended audience effectively.",Mobile Marketing,technical,,
7161,,,,,0,Specialized Skill,,Java,"Java Management Extensions (JMX) is a set of specifications for managing and monitoring Java applications. It provides a standard interface for accessing application resources such as memory usage, thread count, and application performance metrics. JMX allows for remote monitoring, management, and configuration of Java applications, making it a valuable tool for administrators and developers. The use of JMX can improve application performance, reduce downtime, and simplify administration tasks.",Java Management Extensions,technical,,
6991,,,,,0,Specialized Skill,,IT Management,"Information Security Management involves the use of specialized techniques, technologies, and procedures to protect digital and physical assets from unauthorized access, use, disclosure, disruption, modification, or destruction. It requires a deep understanding of information security policies, risk management, compliance, and incident response, as well as strong analytical, communication, and leadership skills. Information Security Managers play a crucial role in ensuring the confidentiality, integrity, and availability of organizational information systems and data.",Information Security Management,technical,,
7071,,,,,0,Certification,,IT Management,"Apple Certified Technician denotes an individual who has been officially recognized by Apple for their proficiency in diagnosing and repairing Apple products. This certification ensures that the technician possesses the necessary skills and knowledge to perform hardware and software troubleshooting, maintenance, and repairs on Apple devices. It is used by technicians working in Apple retail stores, authorized service providers, or independently to provide quality technical support and assistance to Apple customers, ensuring the optimal functioning and longevity of their devices.",Apple Certified Technician,technical,,
7084,,,,,0,Common Skill,,IT Management,"Technology Use refers to the application of digital tools, systems, and devices to enhance productivity, communication, and operational efficiency. It involves selecting, implementing, and managing technologies to support organizational goals and daily activities. Effective use ensures improved performance and adaptability to technological advancements.",Technology Use,technical,,
6061,,,,,0,Specialized Skill,,General Networking,"Network Architecture refers to the design and structure of a computer network, encompassing the layout of hardware, software, connectivity, and communication protocols. This skill involves creating a blueprint that defines how different network components interact and function together to meet specific performance and security requirements. Knowledge of Network Architecture is used to ensure efficient data flow, optimize resource allocation, and support scalability in various environments, including enterprise networks and cloud infrastructures.",Network Architecture,technical,,
8592,,,,,0,Specialized Skill,,Network Protocols,"TCP Congestion-Avoidance Algorithm refers to a set of techniques used in the Transmission Control Protocol to manage network congestion and optimize data flow. This skill involves monitoring network traffic and adjusting the rate of data transmission to prevent packet loss and ensure efficient communication. Knowledge of TCP Congestion-Avoidance Algorithm is applied to enhance network performance by dynamically controlling the sending rate based on current network conditions, thereby improving overall throughput and reliability.",TCP Congestion-Avoidance Algorithm,technical,,
10336,,,,,0,Specialized Skill,,Process Improvement and Optimization,"Multiprocessor Extension refers to the capability of software and hardware systems to utilize multiple processors simultaneously to enhance performance and efficiency. This skill involves understanding parallel processing techniques and the architecture of multiprocessor systems, enabling the distribution of tasks across multiple processing units. Knowledge of Multiprocessor Extension is used to optimize computational tasks, improve processing speed, and manage resource allocation in complex applications, such as scientific simulations and large-scale data analysis.",Multiprocessor Extension,technical,,
10373,,,,,0,Specialized Skill,,Product Management,"Category Strategy refers to the process of defining and managing a specific category of products or services to optimize performance and drive business objectives. This skill involves analyzing market trends, consumer behavior, and competitive dynamics to develop a comprehensive plan that aligns with organizational goals. Knowledge of Category Strategy is used to enhance product assortment, pricing, and promotional activities, ensuring that the category meets customer needs while maximizing profitability.",Category Strategy,technical,,
9194,,,,,0,Specialized Skill,,Networking Hardware,"Networking hardware refers to the physical components required to connect computers, devices, and networks together to facilitate data transfer and communication. These components include routers, switches, hubs, cables, and other networking equipment. Managing and troubleshooting networking hardware requires specialized skills and knowledge in areas such as network protocols, network architecture, and network security. Effective use of networking hardware is essential for businesses, organizations, and individuals who rely on connectivity for their day-to-day operations.",Networking Hardware,technical,,
11878,,,,,0,Certification,,Software Quality Assurance,"Oracle Argus Certification is a professional certification program offered by Oracle Corporation that validates the skills and knowledge of individuals working with the Oracle Argus Safety software. The certification program provides a range of courses and exams that help individuals master the software's key features and functions, such as case processing, report writing, data management, and coding. The program is designed for pharmacovigilance professionals, regulatory affairs professionals, and clinical research associates who want to enhance their skills and advance their careers in the field of drug safety.",Oracle Argus Certification,technical,,
11543,,,,,0,Specialized Skill,,Social Media,FeedBurner is a tool that allows bloggers and website owners to manage and distribute RSS feeds. It helps users to track the subscribers of their feeds and analyze the traffic generated from various sources. FeedBurner also provides customizable options for optimizing RSS feeds and integrating them with social media platforms.,FeedBurner,technical,,
11251,,,,,0,Specialized Skill,,Regulation and Legal Compliance,"Microsoft Licensing, which refers to the policies and agreements for legally using Microsoft software, is used to manage the acquisition, deployment, and compliance of Microsoft products. This skill involves understanding various licensing models, such as volume licensing and subscription-based services, and ensuring adherence to licensing terms. Microsoft Licensing is essential for optimizing software costs, maintaining legal compliance, and managing software assets effectively within organizations.",Microsoft Licensing,technical,,
11850,,,,,0,Certification,,Software Quality Assurance,"SAP Certification is a certification program that validates an individual's skills and knowledge in various SAP software products. It is offered by SAP, the leading software company specializing in enterprise resource planning (ERP) systems. SAP certification can help individuals improve their career prospects in the field of information technology, and it demonstrates their proficiency in working with SAP software products. There are various levels of SAP certification, and each level requires passing specific exams.",SAP Certification,technical,,
10500,,,,,0,Specialized Skill,,Project Management,"Fastrac is a specialized software that is designed to help businesses manage their time and projects more efficiently. It helps in accelerating workflows, improving productivity, and increasing the profitability of businesses. Fastrac closely monitors the project progress, identifies areas of improvement, and automatically updates the project status for timely decision making. Its features include task management, resource allocation, risk management, reporting, and integration with other software tools.",Fastrac,technical,,
11070,,,,,0,Specialized Skill,,Regulation and Legal Compliance,"Economic torts refer to civil wrongs committed in the economic sphere, which have resulted in economic harm or loss to an individual or business. This can include actions like fraud, negligent misrepresentation, interference with contractual relations, and unfair competition. Economic torts are a specialized area of law that require a deep understanding of both economics and legal principles, and often involve complex financial and regulatory issues. Lawyers who specialize in economic torts need to have a combination of legal expertise and business acumen to effectively represent their clients and pursue their claims.",Economic Torts,technical,,
12660,,,,,0,Specialized Skill,,Tax,"Sales Tax Management Services involves the administration, calculation, and reporting of sales taxes for businesses. It requires specialized knowledge of tax rules, regulations, and exemptions. The service helps businesses achieve compliance, reduce errors, and minimize their tax liabilities. It is essential for businesses that want to maintain proper financial records and avoid audits or penalties from tax authorities.",Sales Tax Management Services,technical,,
12677,,,,,0,Specialized Skill,,Tax,"Tax planning involves analyzing a person or company's financial situation and finding ways to reduce tax liability. This requires a deep understanding of tax laws, regulations, and available strategies. A tax planner may recommend various methods, such as deductions, credits, deferrals, or restructuring, to help minimize taxes owed while also maintaining compliance with legal requirements. Effective tax planning can lead to significant savings and improved financial results.",Tax Planning,technical,,
12708,,,,,0,Specialized Skill,,Technical Support and Services,"Tier 3 Technical Support refers to the highest level of technical assistance provided to resolve complex issues that cannot be addressed by lower support tiers. This skill involves in-depth knowledge of systems, software, and hardware, enabling the identification and resolution of intricate technical problems. Knowledge of Tier 3 Technical Support is utilized to analyze and troubleshoot advanced issues, implement solutions, and provide guidance to lower support levels, ensuring efficient problem resolution and system functionality.",Tier 3 Technical Support,technical,,
